#file creation series : 11.Oct.2013
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 48008F81  32   6   u    0       0         16              1      HF   -31     1      2
 48008E81  32   6   u    0       0         16              2      HF   -29     1      2
 48009001  32   6   u    0       0         17              0      HF   -32     1      2
 48008F01  32   6   u    0       0         17              1      HF   -30     1      2
 48009101  32   6   u    0       0         17              2      HF   -34     1      2
 48009147  32   6   u    0       0         18              0      HF   -34    71      2
 48009047  32   6   u    0       0         18              1      HF   -32    71      2
 48008F47  32   6   u    0       0         18              2      HF   -30    71      2
 48008FC7  32   6   u    0       0         19              0      HF   -31    71      2
 48008EC7  32   6   u    0       0         19              1      HF   -29    71      2
 480090C7  32   6   u    0       0         19              2      HF   -33    71      2
 48005147  32   6   u    0       0         20              0      HF   -34    71      1
 48005047  32   6   u    0       0         20              1      HF   -32    71      1
 48004F47  32   6   u    0       0         20              2      HF   -30    71      1
 48004FC7  32   6   u    0       0         21              0      HF   -31    71      1
 48004EC7  32   6   u    0       0         21              1      HF   -29    71      1
 480050C7  32   6   u    0       0         21              2      HF   -33    71      1
 480054C7  32   6   u    0       0          2              0      HF   -41    71      1
 48005281  32   6   u    0       0          2              1      HF   -37     1      1
 48005181  32   6   u    0       0          2              2      HF   -35     1      1
 48005301  32   6   u    0       0          3              0      HF   -38     1      1
 48005201  32   6   u    0       0          3              1      HF   -36     1      1
 48005381  32   6   u    0       0          3              2      HF   -39     1      1
 480094C7  32   6   u    0       0          4              0      HF   -41    71      2
 48009281  32   6   u    0       0          4              1      HF   -37     1      2
 48009181  32   6   u    0       0          4              2      HF   -35     1      2
 48009301  32   6   u    0       0          5              0      HF   -38     1      2
 48009201  32   6   u    0       0          5              1      HF   -36     1      2
 48009381  32   6   u    0       0          5              2      HF   -39     1      2
 48009447  32   6   u    0       0          6              0      HF   -40    71      2
 48009347  32   6   u    0       0          6              1      HF   -38    71      2
 48009247  32   6   u    0       0          6              2      HF   -36    71      2
 480092C7  32   6   u    0       0          7              0      HF   -37    71      2
 480091C7  32   6   u    0       0          7              1      HF   -35    71      2
 480093C7  32   6   u    0       0          7              2      HF   -39    71      2
 48005447  32   6   u    0       0          8              0      HF   -40    71      1
 48005347  32   6   u    0       0          8              1      HF   -38    71      1
 48005247  32   6   u    0       0          8              2      HF   -36    71      1
 480052C7  32   6   u    0       0          9              0      HF   -37    71      1
 480051C7  32   6   u    0       0          9              1      HF   -35    71      1
 480053C7  32   6   u    0       0          9              2      HF   -39    71      1
 480070B3  32   7   u    0       0         14              0      HF    33    51      1
 48006FB3  32   7   u    0       0         14              1      HF    31    51      1
 48006EB3  32   7   u    0       0         14              2      HF    29    51      1
 48007033  32   7   u    0       0         15              0      HF    32    51      1
 48006F33  32   7   u    0       0         15              1      HF    30    51      1
 48007133  32   7   u    0       0         15              2      HF    34    51      1
 4800B0B3  32   7   u    0       0         16              0      HF    33    51      2
 4800AFB3  32   7   u    0       0         16              1      HF    31    51      2
 4800AEB3  32   7   u    0       0         16              2      HF    29    51      2
 4800B033  32   7   u    0       0         17              0      HF    32    51      2
 4800AF33  32   7   u    0       0         17              1      HF    30    51      2
 4800B133  32   7   u    0       0         17              2      HF    34    51      2
 4800B135  32   7   u    0       0         18              0      HF    34    53      2
 4800B035  32   7   u    0       0         18              1      HF    32    53      2
 4800AF35  32   7   u    0       0         18              2      HF    30    53      2
 4800AFB5  32   7   u    0       0         19              0      HF    31    53      2
 4800AEB5  32   7   u    0       0         19              1      HF    29    53      2
 4800B0B5  32   7   u    0       0         19              2      HF    33    53      2
 48007135  32   7   u    0       0         20              0      HF    34    53      1
 48007035  32   7   u    0       0         20              1      HF    32    53      1
 48006F35  32   7   u    0       0         20              2      HF    30    53      1
 48006FB5  32   7   u    0       0         21              0      HF    31    53      1
 48006EB5  32   7   u    0       0         21              1      HF    29    53      1
 480070B5  32   7   u    0       0         21              2      HF    33    53      1
 480074B3  32   7   u    0       0          2              0      HF    41    51      1
 480072B3  32   7   u    0       0          2              1      HF    37    51      1
 480071B3  32   7   u    0       0          2              2      HF    35    51      1
 48007333  32   7   u    0       0          3              0      HF    38    51      1
 48007233  32   7   u    0       0          3              1      HF    36    51      1
 480073B3  32   7   u    0       0          3              2      HF    39    51      1
 4800B4B3  32   7   u    0       0          4              0      HF    41    51      2
 4800B2B3  32   7   u    0       0          4              1      HF    37    51      2
 4800B1B3  32   7   u    0       0          4              2      HF    35    51      2
 4800B333  32   7   u    0       0          5              0      HF    38    51      2
 4800B233  32   7   u    0       0          5              1      HF    36    51      2
 4800B3B3  32   7   u    0       0          5              2      HF    39    51      2
 4800B433  32   7   u    0       0          6              0      HF    40    51      2
 4800B335  32   7   u    0       0          6              1      HF    38    53      2
 4800B235  32   7   u    0       0          6              2      HF    36    53      2
 4800B2B5  32   7   u    0       0          7              0      HF    37    53      2
 4800B1B5  32   7   u    0       0          7              1      HF    35    53      2
 4800B3B5  32   7   u    0       0          7              2      HF    39    53      2
 48007433  32   7   u    0       0          8              0      HF    40    51      1
 48007335  32   7   u    0       0          8              1      HF    38    53      1
 48007235  32   7   u    0       0          8              2      HF    36    53      1
 480072B5  32   7   u    0       0          9              0      HF    37    53      1
 480071B5  32   7   u    0       0          9              1      HF    35    53      1
 480073B5  32   7   u    0       0          9              2      HF    39    53      1
 480070B7  32   8   u    0       0         14              0      HF    33    55      1
 48006FB7  32   8   u    0       0         14              1      HF    31    55      1
 48006EB7  32   8   u    0       0         14              2      HF    29    55      1
 48007037  32   8   u    0       0         15              0      HF    32    55      1
 48006F37  32   8   u    0       0         15              1      HF    30    55      1
 48007137  32   8   u    0       0         15              2      HF    34    55      1
 4800B0B7  32   8   u    0       0         16              0      HF    33    55      2
 4800AFB7  32   8   u    0       0         16              1      HF    31    55      2
 4800AEB7  32   8   u    0       0         16              2      HF    29    55      2
 4800B037  32   8   u    0       0         17              0      HF    32    55      2
 4800AF37  32   8   u    0       0         17              1      HF    30    55      2
 4800B137  32   8   u    0       0         17              2      HF    34    55      2
 4800B139  32   8   u    0       0         18              0      HF    34    57      2
 4800B039  32   8   u    0       0         18              1      HF    32    57      2
 4800AF39  32   8   u    0       0         18              2      HF    30    57      2
 4800AFB9  32   8   u    0       0         19              0      HF    31    57      2
 4800AEB9  32   8   u    0       0         19              1      HF    29    57      2
 4800B0B9  32   8   u    0       0         19              2      HF    33    57      2
 48007139  32   8   u    0       0         20              0      HF    34    57      1
 48007039  32   8   u    0       0         20              1      HF    32    57      1
 48006F39  32   8   u    0       0         20              2      HF    30    57      1
 48006FB9  32   8   u    0       0         21              0      HF    31    57      1
 48006EB9  32   8   u    0       0         21              1      HF    29    57      1
 480070B9  32   8   u    0       0         21              2      HF    33    57      1
 480074B7  32   8   u    0       0          2              0      HF    41    55      1
 480072B7  32   8   u    0       0          2              1      HF    37    55      1
 480071B7  32   8   u    0       0          2              2      HF    35    55      1
 48007337  32   8   u    0       0          3              0      HF    38    55      1
 48007237  32   8   u    0       0          3              1      HF    36    55      1
 480073B7  32   8   u    0       0          3              2      HF    39    55      1
 4800B4B7  32   8   u    0       0          4              0      HF    41    55      2
 4800B2B7  32   8   u    0       0          4              1      HF    37    55      2
 4800B1B7  32   8   u    0       0          4              2      HF    35    55      2
 4800B337  32   8   u    0       0          5              0      HF    38    55      2
 4800B237  32   8   u    0       0          5              1      HF    36    55      2
 4800B3B7  32   8   u    0       0          5              2      HF    39    55      2
 4800B437  32   8   u    0       0          6              0      HF    40    55      2
 4800B339  32   8   u    0       0          6              1      HF    38    57      2
 4800B239  32   8   u    0       0          6              2      HF    36    57      2
 4800B2B9  32   8   u    0       0          7              0      HF    37    57      2
 4800B1B9  32   8   u    0       0          7              1      HF    35    57      2
 4800B3B9  32   8   u    0       0          7              2      HF    39    57      2
 48007437  32   8   u    0       0          8              0      HF    40    55      1
 48007339  32   8   u    0       0          8              1      HF    38    57      1
 48007239  32   8   u    0       0          8              2      HF    36    57      1
 480072B9  32   8   u    0       0          9              0      HF    37    57      1
 480071B9  32   8   u    0       0          9              1      HF    35    57      1
 480073B9  32   8   u    0       0          9              2      HF    39    57      1
 480070BB  32   9   u    0       0         14              0      HF    33    59      1
 48006FBB  32   9   u    0       0         14              1      HF    31    59      1
 48006EBB  32   9   u    0       0         14              2      HF    29    59      1
 4800703B  32   9   u    0       0         15              0      HF    32    59      1
 48006F3B  32   9   u    0       0         15              1      HF    30    59      1
 4800713B  32   9   u    0       0         15              2      HF    34    59      1
 4800B0BB  32   9   u    0       0         16              0      HF    33    59      2
 4800AFBB  32   9   u    0       0         16              1      HF    31    59      2
 4800AEBB  32   9   u    0       0         16              2      HF    29    59      2
 4800B03B  32   9   u    0       0         17              0      HF    32    59      2
 4800AF3B  32   9   u    0       0         17              1      HF    30    59      2
 4800B13B  32   9   u    0       0         17              2      HF    34    59      2
 4800B13D  32   9   u    0       0         18              0      HF    34    61      2
 4800B03D  32   9   u    0       0         18              1      HF    32    61      2
 4800AF3D  32   9   u    0       0         18              2      HF    30    61      2
 4800AFBD  32   9   u    0       0         19              0      HF    31    61      2
 4800AEBD  32   9   u    0       0         19              1      HF    29    61      2
 4800B0BD  32   9   u    0       0         19              2      HF    33    61      2
 4800713D  32   9   u    0       0         20              0      HF    34    61      1
 4800703D  32   9   u    0       0         20              1      HF    32    61      1
 48006F3D  32   9   u    0       0         20              2      HF    30    61      1
 48006FBD  32   9   u    0       0         21              0      HF    31    61      1
 48006EBD  32   9   u    0       0         21              1      HF    29    61      1
 480070BD  32   9   u    0       0         21              2      HF    33    61      1
 480074BB  32   9   u    0       0          2              0      HF    41    59      1
 480072BB  32   9   u    0       0          2              1      HF    37    59      1
 480071BB  32   9   u    0       0          2              2      HF    35    59      1
 4800733B  32   9   u    0       0          3              0      HF    38    59      1
 4800723B  32   9   u    0       0          3              1      HF    36    59      1
 480073BB  32   9   u    0       0          3              2      HF    39    59      1
 4800B4BB  32   9   u    0       0          4              0      HF    41    59      2
 4800B2BB  32   9   u    0       0          4              1      HF    37    59      2
 4800B1BB  32   9   u    0       0          4              2      HF    35    59      2
 4800B33B  32   9   u    0       0          5              0      HF    38    59      2
 4800B23B  32   9   u    0       0          5              1      HF    36    59      2
 4800B3BB  32   9   u    0       0          5              2      HF    39    59      2
 4800B43B  32   9   u    0       0          6              0      HF    40    59      2
 4800B33D  32   9   u    0       0          6              1      HF    38    61      2
 4800B23D  32   9   u    0       0          6              2      HF    36    61      2
 4800B2BD  32   9   u    0       0          7              0      HF    37    61      2
 4800B1BD  32   9   u    0       0          7              1      HF    35    61      2
 4800B3BD  32   9   u    0       0          7              2      HF    39    61      2
 4800743B  32   9   u    0       0          8              0      HF    40    59      1
 4800733D  32   9   u    0       0          8              1      HF    38    61      1
 4800723D  32   9   u    0       0          8              2      HF    36    61      1
 480072BD  32   9   u    0       0          9              0      HF    37    61      1
 480071BD  32   9   u    0       0          9              1      HF    35    61      1
 480073BD  32   9   u    0       0          9              2      HF    39    61      1
 480070BF  32  10   u    0       0         14              0      HF    33    63      1
 48006FBF  32  10   u    0       0         14              1      HF    31    63      1
 48006EBF  32  10   u    0       0         14              2      HF    29    63      1
 4800703F  32  10   u    0       0         15              0      HF    32    63      1
 48006F3F  32  10   u    0       0         15              1      HF    30    63      1
 4800713F  32  10   u    0       0         15              2      HF    34    63      1
 4800B0BF  32  10   u    0       0         16              0      HF    33    63      2
 4800AFBF  32  10   u    0       0         16              1      HF    31    63      2
 4800AEBF  32  10   u    0       0         16              2      HF    29    63      2
 4800B03F  32  10   u    0       0         17              0      HF    32    63      2
 4800AF3F  32  10   u    0       0         17              1      HF    30    63      2
 4800B13F  32  10   u    0       0         17              2      HF    34    63      2
 4800B141  32  10   u    0       0         18              0      HF    34    65      2
 4800B041  32  10   u    0       0         18              1      HF    32    65      2
 4800AF41  32  10   u    0       0         18              2      HF    30    65      2
 4800AFC1  32  10   u    0       0         19              0      HF    31    65      2
 4800AEC1  32  10   u    0       0         19              1      HF    29    65      2
 4800B0C1  32  10   u    0       0         19              2      HF    33    65      2
 48007141  32  10   u    0       0         20              0      HF    34    65      1
 48007041  32  10   u    0       0         20              1      HF    32    65      1
 48006F41  32  10   u    0       0         20              2      HF    30    65      1
 48006FC1  32  10   u    0       0         21              0      HF    31    65      1
 48006EC1  32  10   u    0       0         21              1      HF    29    65      1
 480070C1  32  10   u    0       0         21              2      HF    33    65      1
 480074BF  32  10   u    0       0          2              0      HF    41    63      1
 480072BF  32  10   u    0       0          2              1      HF    37    63      1
 480071BF  32  10   u    0       0          2              2      HF    35    63      1
 4800733F  32  10   u    0       0          3              0      HF    38    63      1
 4800723F  32  10   u    0       0          3              1      HF    36    63      1
 480073BF  32  10   u    0       0          3              2      HF    39    63      1
 4800B4BF  32  10   u    0       0          4              0      HF    41    63      2
 4800B2BF  32  10   u    0       0          4              1      HF    37    63      2
 4800B1BF  32  10   u    0       0          4              2      HF    35    63      2
 4800B33F  32  10   u    0       0          5              0      HF    38    63      2
 4800B23F  32  10   u    0       0          5              1      HF    36    63      2
 4800B3BF  32  10   u    0       0          5              2      HF    39    63      2
 4800B43F  32  10   u    0       0          6              0      HF    40    63      2
 4800B341  32  10   u    0       0          6              1      HF    38    65      2
 4800B241  32  10   u    0       0          6              2      HF    36    65      2
 4800B2C1  32  10   u    0       0          7              0      HF    37    65      2
 4800B1C1  32  10   u    0       0          7              1      HF    35    65      2
 4800B3C1  32  10   u    0       0          7              2      HF    39    65      2
 4800743F  32  10   u    0       0          8              0      HF    40    63      1
 48007341  32  10   u    0       0          8              1      HF    38    65      1
 48007241  32  10   u    0       0          8              2      HF    36    65      1
 480072C1  32  10   u    0       0          9              0      HF    37    65      1
 480071C1  32  10   u    0       0          9              1      HF    35    65      1
 480073C1  32  10   u    0       0          9              2      HF    39    65      1
 480070C3  32  11   u    0       0         14              0      HF    33    67      1
 48006FC3  32  11   u    0       0         14              1      HF    31    67      1
 48006EC3  32  11   u    0       0         14              2      HF    29    67      1
 48007043  32  11   u    0       0         15              0      HF    32    67      1
 48006F43  32  11   u    0       0         15              1      HF    30    67      1
 48007143  32  11   u    0       0         15              2      HF    34    67      1
 4800B0C3  32  11   u    0       0         16              0      HF    33    67      2
 4800AFC3  32  11   u    0       0         16              1      HF    31    67      2
 4800AEC3  32  11   u    0       0         16              2      HF    29    67      2
 4800B043  32  11   u    0       0         17              0      HF    32    67      2
 4800AF43  32  11   u    0       0         17              1      HF    30    67      2
 4800B143  32  11   u    0       0         17              2      HF    34    67      2
 4800B145  32  11   u    0       0         18              0      HF    34    69      2
 4800B045  32  11   u    0       0         18              1      HF    32    69      2
 4800AF45  32  11   u    0       0         18              2      HF    30    69      2
 4800AFC5  32  11   u    0       0         19              0      HF    31    69      2
 4800AEC5  32  11   u    0       0         19              1      HF    29    69      2
 4800B0C5  32  11   u    0       0         19              2      HF    33    69      2
 48007145  32  11   u    0       0         20              0      HF    34    69      1
 48007045  32  11   u    0       0         20              1      HF    32    69      1
 48006F45  32  11   u    0       0         20              2      HF    30    69      1
 48006FC5  32  11   u    0       0         21              0      HF    31    69      1
 48006EC5  32  11   u    0       0         21              1      HF    29    69      1
 480070C5  32  11   u    0       0         21              2      HF    33    69      1
 480074C3  32  11   u    0       0          2              0      HF    41    67      1
 480072C3  32  11   u    0       0          2              1      HF    37    67      1
 480071C3  32  11   u    0       0          2              2      HF    35    67      1
 48007343  32  11   u    0       0          3              0      HF    38    67      1
 48007243  32  11   u    0       0          3              1      HF    36    67      1
 480073C3  32  11   u    0       0          3              2      HF    39    67      1
 4800B4C3  32  11   u    0       0          4              0      HF    41    67      2
 4800B2C3  32  11   u    0       0          4              1      HF    37    67      2
 4800B1C3  32  11   u    0       0          4              2      HF    35    67      2
 4800B343  32  11   u    0       0          5              0      HF    38    67      2
 4800B243  32  11   u    0       0          5              1      HF    36    67      2
 4800B3C3  32  11   u    0       0          5              2      HF    39    67      2
 4800B443  32  11   u    0       0          6              0      HF    40    67      2
 4800B345  32  11   u    0       0          6              1      HF    38    69      2
 4800B245  32  11   u    0       0          6              2      HF    36    69      2
 4800B2C5  32  11   u    0       0          7              0      HF    37    69      2
 4800B1C5  32  11   u    0       0          7              1      HF    35    69      2
 4800B3C5  32  11   u    0       0          7              2      HF    39    69      2
 48007443  32  11   u    0       0          8              0      HF    40    67      1
 48007345  32  11   u    0       0          8              1      HF    38    69      1
 48007245  32  11   u    0       0          8              2      HF    36    69      1
 480072C5  32  11   u    0       0          9              0      HF    37    69      1
 480071C5  32  11   u    0       0          9              1      HF    35    69      1
 480073C5  32  11   u    0       0          9              2      HF    39    69      1
 480070C7  32  12   u    0       0         14              0      HF    33    71      1
 48006FC7  32  12   u    0       0         14              1      HF    31    71      1
 48006EC7  32  12   u    0       0         14              2      HF    29    71      1
 48007047  32  12   u    0       0         15              0      HF    32    71      1
 48006F47  32  12   u    0       0         15              1      HF    30    71      1
 48007147  32  12   u    0       0         15              2      HF    34    71      1
 4800B0C7  32  12   u    0       0         16              0      HF    33    71      2
 4800AFC7  32  12   u    0       0         16              1      HF    31    71      2
 4800AEC7  32  12   u    0       0         16              2      HF    29    71      2
 4800B047  32  12   u    0       0         17              0      HF    32    71      2
 4800AF47  32  12   u    0       0         17              1      HF    30    71      2
 4800B147  32  12   u    0       0         17              2      HF    34    71      2
 4800B101  32  12   u    0       0         18              0      HF    34     1      2
 4800B001  32  12   u    0       0         18              1      HF    32     1      2
 4800AF01  32  12   u    0       0         18              2      HF    30     1      2
 4800AF81  32  12   u    0       0         19              0      HF    31     1      2
 4800AE81  32  12   u    0       0         19              1      HF    29     1      2
 4800B081  32  12   u    0       0         19              2      HF    33     1      2
 48007101  32  12   u    0       0         20              0      HF    34     1      1
 48007001  32  12   u    0       0         20              1      HF    32     1      1
 48006F01  32  12   u    0       0         20              2      HF    30     1      1
 48006F81  32  12   u    0       0         21              0      HF    31     1      1
 48006E81  32  12   u    0       0         21              1      HF    29     1      1
 48007081  32  12   u    0       0         21              2      HF    33     1      1
 480074C7  32  12   u    0       0          2              0      HF    41    71      1
 480072C7  32  12   u    0       0          2              1      HF    37    71      1
 480071C7  32  12   u    0       0          2              2      HF    35    71      1
 48007347  32  12   u    0       0          3              0      HF    38    71      1
 48007247  32  12   u    0       0          3              1      HF    36    71      1
 480073C7  32  12   u    0       0          3              2      HF    39    71      1
 4800B4C7  32  12   u    0       0          4              0      HF    41    71      2
 4800B2C7  32  12   u    0       0          4              1      HF    37    71      2
 4800B1C7  32  12   u    0       0          4              2      HF    35    71      2
 4800B347  32  12   u    0       0          5              0      HF    38    71      2
 4800B247  32  12   u    0       0          5              1      HF    36    71      2
 4800B3C7  32  12   u    0       0          5              2      HF    39    71      2
 4800B447  32  12   u    0       0          6              0      HF    40    71      2
 4800B301  32  12   u    0       0          6              1      HF    38     1      2
 4800B201  32  12   u    0       0          6              2      HF    36     1      2
 4800B281  32  12   u    0       0          7              0      HF    37     1      2
 4800B181  32  12   u    0       0          7              1      HF    35     1      2
 4800B381  32  12   u    0       0          7              2      HF    39     1      2
 48007447  32  12   u    0       0          8              0      HF    40    71      1
 48007301  32  12   u    0       0          8              1      HF    38     1      1
 48007201  32  12   u    0       0          8              2      HF    36     1      1
 48007281  32  12   u    0       0          9              0      HF    37     1      1
 48007181  32  12   u    0       0          9              1      HF    35     1      1
 48007381  32  12   u    0       0          9              2      HF    39     1      1
